ad_id,date,impressions,clicks,spend_usd,campaign_name
153,2024-02-13,0,167,$282.35,Launch2024
154,2024-08-10,0,0,,FLASH_DEAL
155,2024-07-23,0,0,$316.18,Summer Sale
156,2024-02-16,0,0,,Summer Sale
157,2024-01-05,34264,263,,SUMMER SALE
158,2024-06-19,20691,316,$315.12,Launch2024
159,2024-03-03,0,938,,Brand_AWARENESS
160,2024-05-22,0,0,,launch2024
161,2024-02-01,17405,0,,Flash_Deal
162,2024-06-16,15254,726,$467.15,Summer Sale
163,2024-03-24,0,0,$38.49,Brand_AWARENESS
164,2024-07-13,44735,0,$20.61,Brand_AWARENESS
165,2024-01-04,0,0,,FLASH_DEAL
166,2024-11-14,18296,0,$457.13,Brand_Awareness
167,2024-09-02,36506,803,$267.45,Brand_AWARENESS
168,2024-05-08,47519,45,,Brand_AWARENESS
169,2024-05-27,49625,180,,SUMMER SALE
170,2024-05-17,43106,0,,launch2024
171,2024-06-16,0,319,,FLASH_DEAL
172,2024-10-28,4993,0,,FLASH_DEAL
173,2024-01-29,0,601,,Brand_Awareness
174,2024-02-14,0,66,,Brand_Awareness
175,2024-07-02,8861,0,,Brand_Awareness
176,2024-06-08,48238,437,$124.3,summer sale
177,2024-07-10,0,0,$499.66,summer sale
178,2024-07-14,13392,0,,summer sale
179,2024-03-26,0,728,,FLASH_DEAL
180,2024-01-01,0,0,,Summer Sale
181,2024-11-20,0,0,$263.07,flash_deal
182,2024-10-30,48154,0,$411.02,Launch2024
183,2024-05-20,0,349,,Brand_Awareness
184,2024-11-11,0,979,,Flash_Deal
185,2024-05-02,25010,792,,Brand_Awareness
186,2024-04-21,0,0,,launch2024
187,2024-10-04,0,102,,Summer Sale
188,2024-03-11,15743,0,$114.45,SUMMER SALE
189,2024-01-31,31802,950,$21.45,Flash_Deal
190,2024-07-29,0,242,$144.78,Brand_Awareness
191,2024-02-16,0,788,$112.97,Brand_Awareness
192,2024-10-16,0,0,$0.3,Brand_Awareness
193,2024-01-24,10075,0,,summer sale
194,2024-06-16,6822,90,,flash_deal
195,2024-09-09,0,779,,Summer Sale
196,2024-10-07,0,0,$363.35,Brand_AWARENESS
197,2024-12-07,31451,0,,flash_deal
198,2024-08-20,17915,275,,summer sale
199,2024-07-16,40102,48,,SUMMER SALE
200,2024-05-21,426,340,,Summer Sale
201,2024-07-25,0,302,$32.6,Brand_AWARENESS
202,2024-03-02,0,0,$258.96,Launch2024
203,2024-01-26,37498,0,,Summer Sale
204,2024-01-06,27264,0,$175.85,FLASH_DEAL
205,2024-11-12,18173,0,,Launch2024
206,2024-05-14,47560,454,,summer sale
207,2024-03-03,15570,0,,Summer Sale
208,2024-05-12,0,0,,Brand_AWARENESS
209,2024-12-21,42583,98,,launch2024
210,2024-09-06,0,602,,summer sale
211,2024-12-05,0,389,,Brand_Awareness
212,2024-05-23,0,0,,Flash_Deal
213,2024-06-20,0,551,$37.77,flash_deal
214,2024-08-28,0,0,,Brand_AWARENESS
215,2024-07-24,0,0,,Brand_AWARENESS
216,2024-01-02,4422,0,,SUMMER SALE
217,2024-01-15,0,0,,Brand_AWARENESS
218,2024-02-04,0,0,$98.65,Brand_Awareness
219,2024-06-15,33372,0,,flash_deal
220,2024-06-22,0,724,,FLASH_DEAL
221,2024-09-16,0,666,$0.8,Brand_AWARENESS
222,2024-10-15,28488,0,,Launch2024
223,2024-11-30,0,0,,SUMMER SALE
224,2024-02-01,26722,0,,FLASH_DEAL
225,2024-12-03,0,0,,Brand_Awareness
226,2024-05-25,21927,882,$74.97,summer sale
227,2024-03-25,27913,0,,SUMMER SALE
228,2024-08-15,0,637,,Summer Sale
229,2024-11-22,33872,0,$294.12,Launch2024
230,2024-11-14,36330,0,,summer sale
231,2024-12-04,0,0,,Brand_AWARENESS
232,2024-06-23,13194,0,,SUMMER SALE
233,2024-05-14,0,0,,Summer Sale
234,2024-09-26,0,0,,Summer Sale
235,2024-01-07,0,213,$481.52,Flash_Deal
236,2024-12-04,0,0,$485.47,summer sale
237,2024-04-28,14911,221,$87.35,Launch2024
238,2024-11-13,30606,498,,SUMMER SALE
239,2024-10-15,14752,83,,launch2024
240,2024-10-31,0,0,,Launch2024
241,2024-09-18,0,0,,summer sale
242,2024-01-09,0,966,,SUMMER SALE
243,2024-09-30,0,0,,Flash_Deal
244,2024-07-13,0,0,$90.16,FLASH_DEAL
245,2024-07-11,45096,0,,summer sale
246,2024-08-17,0,649,,Summer Sale
247,2024-03-23,0,0,,Brand_Awareness
248,2024-03-25,11523,0,$49.52,Launch2024
249,2024-07-13,0,0,$113.03,launch2024
250,2024-04-27,0,0,,Launch2024
251,2024-02-20,22130,2,,SUMMER SALE
252,2024-08-30,28840,0,,Launch2024
253,2024-12-30,41616,813,$22.04,FLASH_DEAL
254,2024-04-10,0,612,,flash_deal
255,2024-05-26,36036,988,,SUMMER SALE
256,2024-01-20,22406,546,$422.95,summer sale
257,2024-11-23,24103,0,$269.98,FLASH_DEAL
258,2024-06-13,10435,0,,summer sale
259,2024-03-09,15675,0,,FLASH_DEAL
260,2024-11-01,0,0,,launch2024
261,2024-08-31,46160,858,$80.42,Summer Sale
262,2024-08-23,0,0,$384.72,Flash_Deal
263,2024-11-19,17237,0,,summer sale
264,2024-01-14,0,0,,Brand_AWARENESS
265,2024-02-09,35255,0,,launch2024
266,2024-05-14,0,293,,flash_deal
267,2024-06-15,0,0,,SUMMER SALE
268,2024-04-21,16011,205,,SUMMER SALE
269,2024-04-24,31339,898,,flash_deal
270,2024-05-17,0,0,,flash_deal
271,2024-06-21,16002,0,$45.96,launch2024
272,2024-12-14,0,740,,Flash_Deal
273,2024-05-15,0,206,$13.1,launch2024
274,2024-08-09,2885,0,$289.22,Summer Sale
275,2024-09-19,13787,490,$379.94,SUMMER SALE
276,2024-01-16,23571,0,$359.37,flash_deal
277,2024-12-08,0,0,,summer sale
278,2024-03-16,31613,855,,launch2024
279,2024-04-08,30198,0,,FLASH_DEAL
280,2024-12-04,25908,692,$200.1,Launch2024
281,2024-12-08,21075,0,$475.7,Summer Sale
282,2024-08-25,3692,33,,SUMMER SALE
283,2024-07-15,0,0,$180.15,FLASH_DEAL
284,2024-01-25,0,0,,Summer Sale
285,2024-04-20,0,0,$420.04,Flash_Deal
286,2024-05-24,0,0,,Launch2024
287,2024-02-25,0,501,,Launch2024
288,2024-08-16,0,0,,Flash_Deal
289,2024-12-25,18877,0,$471.55,FLASH_DEAL
290,2024-06-23,0,963,$404.05,FLASH_DEAL
291,2024-04-12,0,473,,summer sale
292,2024-08-24,44823,0,,Flash_Deal
293,2024-04-10,41693,0,$372.73,Launch2024
294,2024-04-13,0,0,,FLASH_DEAL
295,2024-08-01,0,363,,SUMMER SALE
296,2024-07-16,0,718,,launch2024
297,2024-05-25,0,257,$455.53,Brand_AWARENESS
298,2024-07-27,0,0,,Summer Sale
299,2024-05-20,19018,0,$95.27,Brand_Awareness
300,2024-02-18,46160,971,,Summer Sale
301,2024-07-15,0,997,,flash_deal
302,2024-10-28,0,995,,SUMMER SALE
303,2024-08-25,0,0,,FLASH_DEAL
304,2024-10-14,0,806,$168.26,flash_deal
305,2024-11-14,37701,272,,Brand_Awareness
306,2024-06-19,23556,478,,Launch2024
307,2024-09-21,35094,0,$85.4,Brand_AWARENESS
308,2024-02-16,0,0,,Brand_Awareness
309,2024-09-15,0,0,$393.98,summer sale
310,2024-10-15,31555,518,$171.54,Flash_Deal
311,2024-10-17,0,0,,summer sale
312,2024-12-19,0,0,,flash_deal
313,2024-10-08,0,0,,Brand_AWARENESS
314,2024-12-24,47777,0,,Summer Sale
315,2024-02-24,0,306,,flash_deal
316,2024-08-06,30958,0,$119.11,Flash_Deal
317,2024-09-10,0,0,,FLASH_DEAL
318,2024-04-25,22906,0,,Launch2024
319,2024-07-07,46459,0,,Summer Sale
320,2024-05-09,0,0,,summer sale
321,2024-11-08,0,444,,Flash_Deal
322,2024-01-21,27058,0,$403.05,Brand_AWARENESS
323,2024-06-25,11974,0,,Summer Sale
324,2024-12-28,0,0,,flash_deal
325,2024-08-20,0,297,,Brand_AWARENESS
326,2024-08-12,48427,849,$304.7,Launch2024
327,2024-09-24,319,28,,launch2024
328,2024-08-27,45225,0,,Summer Sale
329,2024-06-14,1505,0,$487.66,Brand_AWARENESS
330,2024-04-10,30542,0,,Launch2024
331,2024-09-18,0,584,$273.64,summer sale
332,2024-03-04,18345,0,$375.55,Launch2024
333,2024-01-14,36394,0,$7.47,flash_deal
334,2024-05-03,14330,0,,summer sale
335,2024-11-10,0,0,$191.18,FLASH_DEAL
336,2024-01-30,0,0,,Summer Sale
337,2024-05-16,7377,325,,Brand_AWARENESS
338,2024-05-27,0,167,$237.92,launch2024
339,2024-03-18,0,0,$197.71,FLASH_DEAL
340,2024-01-11,23175,0,,summer sale
341,2024-06-08,0,626,,Brand_Awareness
342,2024-09-28,11780,184,$327.16,FLASH_DEAL
343,2024-03-31,0,964,$154.39,Launch2024
344,2024-06-27,41556,0,,FLASH_DEAL
345,2024-02-27,0,0,,Summer Sale
346,2024-05-04,21058,479,,Summer Sale
347,2024-05-02,0,719,$104.84,Launch2024
348,2024-02-24,20535,0,,FLASH_DEAL
349,2024-12-25,0,886,$184.96,Launch2024
350,2024-09-18,4515,46,,Launch2024
351,2024-01-10,10990,152,,launch2024
352,2024-05-03,0,930,$138.03,Brand_Awareness
353,2024-10-20,47117,0,$153.87,SUMMER SALE
354,2024-10-28,0,976,$201.19,Brand_Awareness
355,2024-03-03,0,11,,flash_deal
356,2024-04-10,0,0,$417.98,flash_deal
357,2024-09-30,16917,0,$14.17,FLASH_DEAL
358,2024-10-31,48258,897,,Launch2024
359,2024-07-04,592,0,,Brand_Awareness
360,2024-04-25,0,0,,Brand_AWARENESS
361,2024-11-22,17699,0,$171.33,summer sale
362,2024-05-26,0,0,,summer sale
363,2024-01-29,23076,0,,Flash_Deal
364,2024-12-19,0,0,$270.24,summer sale
365,2024-06-15,27084,0,,Summer Sale
366,2024-09-26,0,0,,FLASH_DEAL
367,2024-07-20,0,439,,summer sale
368,2024-06-06,34134,689,,launch2024
369,2024-03-13,31645,0,,FLASH_DEAL
370,2024-03-09,20322,263,$343.78,launch2024
371,2024-03-21,0,267,$250.05,Launch2024
372,2024-06-01,40302,0,$25.23,summer sale
373,2024-07-15,0,166,,Launch2024
374,2024-05-18,0,0,,FLASH_DEAL
375,2024-05-15,38017,331,,summer sale
376,2024-01-13,18705,0,$487.73,Summer Sale
377,2024-04-09,40622,395,,Brand_AWARENESS
378,2024-05-29,0,772,,Brand_Awareness
379,2024-04-25,18829,455,$443.1,Launch2024
380,2024-03-21,0,0,,Brand_Awareness
381,2024-11-30,0,61,,Brand_Awareness
382,2024-10-15,0,0,,Launch2024
383,2024-12-27,0,0,,FLASH_DEAL
384,2024-10-23,5674,675,,FLASH_DEAL
385,2024-12-30,0,0,,Summer Sale
386,2024-03-27,0,0,,summer sale
387,2024-11-18,0,0,,Launch2024
388,2024-06-28,47464,0,,Flash_Deal
389,2024-11-01,0,616,$246.1,SUMMER SALE
390,2024-07-16,34492,865,$158.26,Launch2024
391,2024-09-30,49289,886,,Launch2024
392,2024-01-31,5945,0,,FLASH_DEAL
393,2024-03-02,33627,0,,summer sale
394,2024-03-17,0,0,,Launch2024
395,2024-02-22,0,510,$487.9,launch2024
396,2024-07-02,8980,364,,Brand_AWARENESS
397,2024-10-25,44534,231,,Flash_Deal
398,2024-03-20,36068,681,$190.33,launch2024
399,2024-02-22,19985,0,$80.63,summer sale
400,2024-10-07,0,0,$46.37,Brand_AWARENESS
401,2024-12-20,16037,0,,Launch2024
402,2024-06-10,16390,384,,flash_deal
403,2024-07-19,0,455,,SUMMER SALE
404,2024-09-27,48540,0,,SUMMER SALE
405,2024-04-14,0,401,,Brand_Awareness
406,2024-10-09,0,0,,Flash_Deal
407,2024-06-03,38704,337,,Launch2024
408,2024-10-02,0,0,,Summer Sale
409,2024-10-22,15928,0,$122.54,Brand_Awareness
410,2024-02-07,0,855,,Summer Sale
411,2024-04-25,0,0,$412.41,Launch2024
412,2024-04-18,0,0,,flash_deal
413,2024-11-28,47131,0,,Flash_Deal
414,2024-02-23,0,0,$105.27,Brand_AWARENESS
415,2024-05-31,47004,0,,Flash_Deal
416,2024-01-23,0,0,,FLASH_DEAL
417,2024-02-24,0,0,,Brand_Awareness
418,2024-03-27,464,0,$9.57,launch2024
419,2024-08-25,21831,115,,Summer Sale
420,2024-01-24,0,0,,launch2024
421,2024-06-18,14781,0,,Flash_Deal
422,2024-07-23,21600,257,,Brand_AWARENESS
423,2024-11-08,47513,306,$71.02,SUMMER SALE
424,2024-09-14,0,939,,flash_deal
425,2024-08-25,0,708,$411.81,Summer Sale
426,2024-04-16,0,332,,Summer Sale
427,2024-03-19,20399,242,,flash_deal
428,2024-02-11,11475,111,,Brand_AWARENESS
429,2024-06-28,16563,521,,SUMMER SALE
430,2024-10-12,0,0,,Brand_Awareness
431,2024-04-15,0,938,$236.03,Launch2024
432,2024-09-28,0,0,$138.87,launch2024
433,2024-07-01,32205,247,,launch2024
434,2024-01-12,0,0,,flash_deal
435,2024-11-06,8857,0,,Summer Sale
436,2024-06-12,17368,791,,Brand_AWARENESS
437,2024-12-10,0,245,$211.67,Brand_AWARENESS
438,2024-09-02,0,0,,Brand_AWARENESS
439,2024-04-30,0,0,,SUMMER SALE
440,2024-04-08,0,0,,Brand_AWARENESS
441,2024-10-20,2453,899,,FLASH_DEAL
442,2024-09-06,49080,573,$391.02,Summer Sale
443,2024-03-02,16152,401,$249.03,SUMMER SALE
444,2024-10-25,43507,486,,launch2024
445,2024-03-04,9076,0,,SUMMER SALE
446,2024-11-17,0,212,$345.24,flash_deal
447,2024-02-25,905,187,$255.73,Launch2024
448,2024-05-26,3666,377,$95.41,SUMMER SALE
449,2024-08-18,28250,0,,launch2024
450,2024-10-04,0,0,$264.14,Summer Sale
451,2024-07-29,17141,867,$258.37,SUMMER SALE
452,2024-10-22,19328,851,,Brand_Awareness
453,2024-05-17,0,81,$282.97,Flash_Deal
454,2024-12-16,0,0,$195.52,launch2024
455,2024-12-26,13584,469,$71.07,Brand_AWARENESS
456,2024-02-11,35362,256,,summer sale
457,2024-04-14,0,279,,summer sale
458,2024-12-08,0,0,$219.17,Brand_AWARENESS
459,2024-08-25,21046,0,$178.49,Brand_AWARENESS
460,2024-12-27,18323,958,,FLASH_DEAL
461,2024-10-19,22432,0,,launch2024
462,2024-04-05,36396,0,$216.37,Launch2024
463,2024-04-09,0,0,$265.18,Launch2024
464,2024-09-09,16024,0,,FLASH_DEAL
465,2024-10-30,0,937,$427.44,Flash_Deal
466,2024-03-20,0,0,,flash_deal
467,2024-03-25,0,0,,Launch2024
468,2024-07-28,12163,0,$79.87,Brand_Awareness
469,2024-01-17,0,0,,Launch2024
470,2024-06-30,0,302,,Brand_AWARENESS
471,2024-11-30,36842,0,,Brand_AWARENESS
472,2024-02-21,0,100,,summer sale
473,2024-03-09,17311,0,,Brand_AWARENESS
474,2024-11-30,8601,1000,,launch2024
475,2024-10-20,46891,504,,SUMMER SALE
476,2024-01-24,40651,732,,summer sale
477,2024-08-28,0,0,,Summer Sale
478,2024-11-20,33562,225,$499.01,SUMMER SALE
479,2024-07-17,0,805,$465.29,Launch2024
480,2024-01-17,0,0,,SUMMER SALE
481,2024-07-30,0,778,,Launch2024
482,2024-03-20,36470,786,,Summer Sale
483,2024-09-21,33359,311,$488.9,flash_deal
484,2024-05-19,0,577,,Launch2024
485,2024-02-06,0,723,,SUMMER SALE
486,2024-09-10,0,0,,Flash_Deal
487,2024-10-25,9080,0,,Summer Sale
488,2024-12-30,0,0,$330.38,launch2024
489,2024-12-02,0,902,,summer sale
490,2024-08-25,0,0,$262.44,Launch2024
491,2024-06-02,10293,592,$471.02,flash_deal
492,2024-07-26,0,625,,SUMMER SALE
493,2024-06-17,11902,698,,launch2024
494,2024-06-17,0,0,,Launch2024
495,2024-05-24,8458,806,,Flash_Deal
496,2024-10-03,2328,0,,launch2024
497,2024-01-11,37242,0,,launch2024
498,2024-03-09,0,728,,Launch2024
499,2024-01-21,2087,0,$238.49,Summer Sale
500,2024-04-24,13783,96,,FLASH_DEAL
501,2024-06-15,0,680,,FLASH_DEAL
502,2024-10-21,0,546,,Launch2024
503,2024-10-24,0,978,,Brand_AWARENESS
504,2024-05-02,0,0,,summer sale
505,2024-11-13,26192,0,,SUMMER SALE
506,2024-05-02,31320,71,,FLASH_DEAL
507,2024-08-08,11978,0,,Flash_Deal
508,2024-11-19,44323,0,,summer sale
509,2024-04-10,396,807,,Launch2024
510,2024-11-23,0,0,,Brand_Awareness
511,2024-09-28,0,920,$219.29,SUMMER SALE
512,2024-09-19,26947,945,,Brand_AWARENESS
513,2024-11-26,49328,0,,Brand_AWARENESS
514,2024-12-13,0,0,,Summer Sale
515,2024-07-07,25620,525,$73.18,Flash_Deal
516,2024-08-13,0,0,,Brand_AWARENESS
517,2024-09-14,0,0,,Flash_Deal
518,2024-02-27,0,269,,SUMMER SALE
519,2024-11-25,0,460,$455.28,Launch2024
520,2024-01-07,0,0,,Brand_AWARENESS
521,2024-11-22,4893,516,$84.57,Summer Sale
522,2024-07-15,0,609,,summer sale
523,2024-06-14,0,0,,Flash_Deal
524,2024-03-10,3632,276,,FLASH_DEAL
525,2024-10-26,0,0,,launch2024
526,2024-09-29,14440,0,,Flash_Deal
527,2024-03-10,0,348,,Brand_Awareness
528,2024-11-10,30004,0,,Brand_Awareness
529,2024-09-14,0,0,,summer sale
530,2024-09-29,0,776,$238.44,Brand_AWARENESS
531,2024-07-09,22516,719,$127.32,Brand_AWARENESS
532,2024-08-05,0,0,,summer sale
533,2024-08-21,7071,550,$450.96,Launch2024
534,2024-08-30,0,0,,Flash_Deal
535,2024-08-17,47105,0,,launch2024
536,2024-12-21,27650,0,,summer sale
537,2024-07-28,15847,0,,FLASH_DEAL
538,2024-01-27,35383,0,$197.39,Brand_Awareness
539,2024-12-20,0,0,$419.48,launch2024
540,2024-09-20,36064,749,,SUMMER SALE
541,2024-01-25,0,0,$189.7,flash_deal
542,2024-07-02,18011,515,$152.39,Launch2024
543,2024-08-12,38679,0,$113.18,Brand_Awareness
544,2024-12-29,42000,908,,launch2024
545,2024-05-30,0,0,$252.87,Summer Sale
546,2024-06-04,714,708,,Flash_Deal
547,2024-07-05,49538,0,$80.07,summer sale
548,2024-01-17,0,0,,Launch2024
549,2024-05-24,30121,0,$54.37,summer sale
550,2024-01-26,0,64,,SUMMER SALE
551,2024-01-30,0,220,,FLASH_DEAL
552,2024-08-17,47264,0,,summer sale
553,2024-03-18,0,0,,launch2024
554,2024-11-15,0,906,,flash_deal
555,2024-07-18,0,398,,SUMMER SALE
556,2024-08-18,0,769,,Brand_Awareness
557,2024-10-27,6258,0,,Flash_Deal
558,2024-07-31,0,443,,SUMMER SALE
559,2024-12-18,24992,14,,Launch2024
560,2024-09-01,6904,487,$34.39,summer sale
561,2024-11-23,0,0,$27.44,flash_deal
562,2024-11-11,7171,0,,SUMMER SALE
563,2024-08-23,22755,419,$270.66,FLASH_DEAL
564,2024-08-04,0,0,,Brand_AWARENESS
565,2024-11-15,0,832,,SUMMER SALE
566,2024-11-08,20517,0,,flash_deal
567,2024-04-13,0,0,,SUMMER SALE
568,2024-11-29,0,67,,SUMMER SALE
569,2024-03-10,0,0,,launch2024
570,2024-06-18,13687,571,,summer sale
571,2024-07-23,0,680,,Brand_AWARENESS
572,2024-11-17,44903,0,$0.33,summer sale
573,2024-04-07,0,0,$115.65,SUMMER SALE
574,2024-03-16,0,256,$90.0,SUMMER SALE
575,2024-02-02,0,0,,Brand_Awareness
576,2024-05-26,2691,0,$234.21,SUMMER SALE
577,2024-08-23,35137,0,$474.7,Flash_Deal
578,2024-05-25,0,283,,Launch2024
579,2024-10-09,0,0,,Brand_Awareness
580,2024-07-16,24594,533,$179.64,SUMMER SALE
581,2024-12-22,0,0,,summer sale
582,2024-08-03,0,0,,flash_deal
583,2024-09-24,49491,225,$86.56,FLASH_DEAL
584,2024-03-07,0,475,$340.92,FLASH_DEAL
585,2024-04-10,0,0,$469.45,Summer Sale
586,2024-09-03,0,770,$443.14,FLASH_DEAL
587,2024-10-21,0,138,$32.32,SUMMER SALE
588,2024-07-30,21641,0,,flash_deal
589,2024-03-14,14873,37,,Flash_Deal
590,2024-01-13,14017,515,$2.52,Launch2024
591,2024-08-15,0,0,,SUMMER SALE
592,2024-08-10,0,758,,SUMMER SALE
593,2024-03-04,0,996,$117.88,SUMMER SALE
594,2024-09-01,0,0,,FLASH_DEAL
595,2024-11-24,0,3,$262.88,launch2024
596,2024-09-15,0,0,,SUMMER SALE
597,2024-03-14,0,0,,SUMMER SALE
